Name,Case Number,City,States & Territories,Date Filed,Region Assigned,Status,Date Closed,Reason Closed,No. of Eligible Voters,No. of Employees,Certified Representative,Unit Sought
"The Center for Pan Asian Community Services, Inc.",10-RC-314646,Atlanta,GA,3/23/23,"Region 10, Atlanta, Georgia",Open,,,,59,,"Included:  All full-time and regular part-time CPACS Social Service Division employees, including: Program Coordinators, Youth Tutors, System Administrators, Administrative Analysts, Citizenship Instructors, Program Coordinators/Data Entry, HIV Outreach Coordinators, Housing Coordinators, Victim Services Coordinators, Family Advocates, Front Desk Staff, Graphic Designers, Accounting Staff, Prevention Program Coordinators, Prevention Coordinators, Navigator Program Coordinators, Health Communications Coordinators, Health Program Specialists, Health Program Coordinators, Senior Program Coordinators, and Site Managers working at CPACS' facilities located at 3510 Shallowford Rd., Atlanta, GA 30341 (Main Office), 3701 College Ave., Clarkston, GA 30021 (Clarkston), 4405 International Blvd NW Suite C-101, Norcross, GA 30093 (Gwinnett Center), and undisclosed location (Rice Center)
Excluded:  Cosmo Health Center employees, professionals, guards, and supervisors as defined by the Act."
Bio-Medical Applications of California Inc. dba Fresenius University Dialysis Center of Orange Home Therapies,21-RC-314691,Orange,CA,3/23/23,"Region 21, Los Angeles, California",Open,,,,7,,"Included: RN, PCT, CHT, LVN, Secretary, Care Team Assistant, Administrative Assistant,
Charge RN.

Excluded: All other classifications, including but not limited to guards, managers, confidential employees
and supervisors as defined by the Act."
"Reviewed, a division of Gannett Satellite Information Network, LLC",01-UC-314630,Cambridge,MA,3/23/23,"Region 01, Boston, Massachusetts",Open,,,,44,,"All full-time and regular part-time content analysts, staff writers, editors, digital producers, graphic designers, photo editors, photographer/videographers, senior multimedia producers, and data entry employees. All other employees, including newsletter editor & strategists, newsletter writers, lab technician/product test technicians, operations coordinators, logistics coordinators, managers, confidential employees, office clerical employees and guards, and supervisors as defined in the Act."
"Reviewed, a division of Gannett Satellite Information Network, LLC",01-RC-314723,Cambridge,MA,3/23/23,"Region 01, Boston, Massachusetts",Open,,,,25,,"All full time and regular part time Lab Technician/Product Test Technician employees, Senior Manager of Lab Operations, the Logistics Coordinator and the Operations Coordinator, of the Employer.

All other employees, including managers, guards, and supervisors as defined by the Act
"
"Neuro Tour Physical Therapy, Inc.",10-RC-314706,Marietta,GA,3/23/23,"Region 10, Atlanta, Georgia",Open,,,,14,,"Included: All full-time Physical Therapists and Athletic Trainers who work on tours and are employed by the Employer. 

Excluded: All other employees."
Bobs Discount Furniture and Mattress,07-RC-314750,Shelby,MI,3/23/23,"Region 07, Detroit, Michigan",Open,,,,12,,"Included:  All full time and regular part time, Guest experience specialists

Excluded:  Managers, Assistant managers, Office clerical employees, warehouse workers, guards and supervisors as defined by the act"
Friends of the Children Portland,19-RC-314728,Portland,OR,3/23/23,"Region 19, Seattle, Washington",Open,,,,66,,"Included: All full-time and part-time employees in the following positions: Friend/Professional Mentor, Youth Engagement Specialist, Events & Community Engagement Manager, Sr Donor Relations Officer, Community Engagement Program Manager, Process and Communications Coordinator, Senior Accountant, Bilingual Program Coordinator, Senior Database Manager, Development & Operations Coordinator, Office Coordinator/ Receptionist, Accountant, Advancement Services Specialist, Donor Relations Officer, Facilities Manager, and Accounting and Finance Manager.  Excluded: All other employees, including supervisors, managers, and guards as defined by the Act."
"Reviewed, a division of Gannett Satellite Information Network, LLC",01-RC-314724,Cambridge,MA,3/23/23,"Region 01, Boston, Massachusetts",Open,,,,38,,"Description of Present Unit: 
Included: All full-time and regular part-time content analysts, staff writers, editors, digital producers, graphic designers, photo editors, photographer/videographers, senior multimedia producers, and data entry employees

Excluded: All other employees, including newsletter editor & strategists, newsletter writers, lab technician/product test technicians, operations coordinators, logistics coordinators, managers, confidential employees, office clerical employees and guards, and supervisors as defined in the Act.

Description of Proposed Unit:
Included: All full-time and regular part-time content analysts, staff writers, editors, digital producers, graphic designers, photo editors, photographer/videographers, senior multimedia producers, newsletter writers, and data entry employees

Excluded: All other employees, including newsletter editor & strategists, lab technician/product test technicians, operations coordinators, logistics coordinators, managers, confidential employees, office clerical employees and guards, and supervisors as defined in the Act. 
"
TRADER JOE'S CO.,32-RC-314639,Oakland,CA,3/23/23,"Region 32, Oakland, California",Open,,,,148,,"Included: All full time and regular part time crew and merchants of Trader Joe's located at Store 231, 5727 College Avenue, Oakland CA 94618

Excluded: excluding all mates, captains and supervisors as defined by the National Labor Relation Act.

"
Trader Joe's East,02-RC-314585,Manhattan,NY,3/23/23,"Region 02, New York, New York",Open,,,,190,,"Included
All full time and regular part time crew and merchants of Trader Joe's located at Store
538, 400 Grand Street, New York, NY 10
Excluded
Excluding all mates, captains and supervisors as defined by the National Labor
Relations Ac"
Bio-Medical Applications of California Inc. dba Fresenius University Dialysis Center of Orange,21-RC-314675,Orange,CA,3/23/23,"Region 21, Los Angeles, California",Open,,,,48,,"Included:  RN, PCT, CHT, LVN, Secretary, Care Team Assistant, Administrative Assistant, Charge RN.

Excluded:  All other classifications, including but not limited to guards, managers, confidential employees and supervisors as defined by the Act."
Living School Charter,15-RC-314645,New Orleans,LA,3/23/23,"Region 15, New Orleans, Louisiana",Closed,3/30/23,Withdrawal Non-adjusted,,28,,"EMPLOYEES INCLUDED:

Group A: All full-time and regular part-time professional employees, including: Instructors, Advisors, Education Specialists, Counselors and Band Directors employed at the Employer’s Living School New Orleans building.

Group B: All full-time and regular part-time Teaching Assistants, Nutrition Staff, Culture Coaches and Office Staff employed at the Employer’s Living School New Orleans building.

Voting Groups to be polled in accordance with Sonotone Corporation, 90 NLRB 1236 (1950).

EMPLOYEES EXCLUDED:

Group A: All full-time and regular part-time Teaching Assistants, Nutrition Staff, Culture Coaches and Office Staff, Chief Executive Officer, Principal, Systems Team Directors, all other managerial, supervisory, and guard employees as defined in the Act.

Group B: All full-time and regular part-time professional employees, including: Instructors, Advisors, Education Specialists, Counselors and Band Directors; Chief Executive Officer, Principal, Systems Team Directors, all other managerial, supervisory, and guard employees as defined in the Act.
"
Northrop Grumman Miramar,21-RC-314598,San Diego,CA,3/22/23,"Region 21, Los Angeles, California",Open,,,,22,,"Involved:  All full-time and regular part-time Aircraft Mechanics and Supply Personnel

Excluded:  All Supervisors, Guards, and Office Clerical as defined in the Act."
Starbucks Corporation,08-RC-314610,Ontario,OH,3/22/23,"Region 08, Cleveland, Ohio",Open,,,,36,,"All full-time and regular part-time Baristas and Shift Supervisors; excluding Store Managers, office clericals, guards, professional employees, and supervisors."
Starbucks Corporation,07-RC-314627,Riverview,MI,3/22/23,"Region 07, Detroit, Michigan",Open,,,,18,,"Included: All Full-Time and Regular Part-Time Baristas and Shift Supervisors

Excluded: Store Managers, Office Clericals, Guards, Professional Employes and Supervisors"
The George Washington University,05-RC-314527,Washington,DC,3/22/23,"Region 05, Baltimore, Maryland",Open,,,,466,,"Included: All full-time and regular part-time House Staff employed by the Employer in the following classifications: resident, chief resident, fellow.

Excluded: All other employees, directors, managers, guards and supervisors as defined in the Act."
Starbucks Corporation,27-RC-314597,Westminster,CO,3/22/23,"Region 27, Denver, Colorado",Open,,,,21,,"Included: All full-time and regular part-time Baristas and Shift Supervisors. Excluded: Store managers, Office Clericals, Guards, Professional Employees, and Supervisors."
Fastwyre Broadband,19-RC-314635,Anchorage,AK,3/22/23,"Region 19, Seattle, Washington",Open,,,,12,,
STARBUCKS CORPORATION,09-RC-314592,Elizabethtown,KY,3/22/23,"Region 09, Cincinnati, Ohio",Open,,,,28,,"Included:  All full-time and regular part-time Baritas and Shift Supervisors.

Excluded:  Store managers, Office Clericals, Guards, Professional Employees, and Supervisors."
"Delaware Resource Group of Oklahoma, LLC",28-RC-314780,Luke Air Force Base,AZ,3/22/23,"Region 28, Phoenix, Arizona",Open,,,,13,,"INCLUDED:  All full-time and regular part-time Aerospace Mechanical Technicians, Electronic Technicians, Supply Technicians, Metals Tech Employees, Computer Specialists, and CAD Design Technicians employed by the Employer at their Luke AFB operation.

EXCLUDED:  All other employees including professional employees, managerial employees, guards, supervisors, and other employees as defined by the Act."
Bill Kay Honda,25-RC-314608,Bourbonnais,IL,3/22/23,"Region 25, Indianapolis, Indiana",Open,,,,8,,"Included: All full-time and regular part-time Service Technicians including, Journeyman, apprentice, skilled and lube rack technicians who are employed by the employer at their 1360 Locke Dr. Bourbonnais, IL facility

Excluded: All other employees, Service Writers, Sales Employees, Parts Employees, Porters, Office Clerical Employees, Professional Employees, Managerial Employees, Guards and Supervisors as defined by the Act"
STARBUCKS CORPORATION,09-RC-314556,Louisville,KY,3/22/23,"Region 09, Cincinnati, Ohio",Open,,,,30,,"Included:  All full-time and regular part-time Baritas and Shift Supervisors.

Excluded:  Store managers, Office Clericals, Guards, Professional Employees, and Supervisors."
Starbucks Corporation,19-RC-314637,Lincoln City,OR,3/22/23,"Region 19, Seattle, Washington",Open,,,,18,,"Included:  All full time and regular part-time Baristas, Shift Supervisors.  Excluded:  Store Managers, Asst. Store Managers, office clericals, guards, and supervisors as defined by the Act."
Kings Point Specialty Foods LLC d/b/a Shop Delight,29-RC-314520,Great Neck,NY,3/22/23,"Region 29, Brooklyn, New York",Open,,,,50,,"Included: All regular full-time and part-time nonsupervisory personnel. 

Excluded: Office clerical and supervisors as defined by the NLRA as ammended.
"
The George Washington University,05-RC-314527,Washington,DC,3/22/23,"Region 05, Baltimore, Maryland",Open,,,,466,,"Included: All full-time and regular part-time House Staff employed by the Employer in the following classifications: resident, chief resident, fellow.

Excluded: All other employees, directors, managers, guards and supervisors as defined in the Act."
"SAN MARCOS-HAYS COUNTY EMS, INC.",16-RC-314566,San Marcos,TX,3/22/23,"Region 16, Fort Worth, Texas",Open,,,,80,,"Included: All EMT's Paramedics, and Lieutenants.

Excluded: All statutory supervisors, confidential employees, security guards."
Manteca District Ambulance Tuolumne Division,32-RC-314464,Sonora,CA,3/21/23,"Region 32, Oakland, California",Open,,,,45,,"Included: All full and regular part-time Paramedics, EMT’s and Safety Car Drivers in the MDA Tuolumne Division, including those employees operating out of: Station 10 & 12, Station 11 & 13, Station 20 and Station 41 Excluded: Excluding RN’s, office clericals, managerial employees and professional employees, supervisors and guards as defined by the Act."
