"Case Type",Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Employees on charge/petition",Allegations,Participants,Union,"Unit Sought",Voters
C,"Region 01, Boston, Massachusetts",01-CA-258633,"BENTLEY UNIVERSITY",Closed,04/01/2020,08/19/2020,"Withdrawal Adjusted",Waltham,MA,20,"8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
","Charged Party / Respondent, Legal Representative, Telegen Arthur, Seyfarth Shaw LLP, Two Seaport Lane, Suite 1200, Boston, MA, 02210-2051, (617)946-4949
Charging Party, Legal Representative, HORGAN THOMAS, HANLEY LAW OFFICES, LLC, MARINA BAY, 308 VICTORY ROAD, 3RD FL, QUINCY, MA, 02171, (617)770-2929
Charging Party, Union, BENTLEY UNIVERSITY PUBLIC SAFETY ASSOCIATION, BENTLEY UNIVERSITY, 175 FOREST STREET, WALTHAM, MA, 02452
Charged Party / Respondent, Employer, BENTLEY UNIVERSITY, 175 FOREST STREET, WALTHAM, MA, 02452, (781)891-2016
",,,
C,"Region 15, New Orleans, Louisiana",15-CA-258656,"KOPPERS, INC.",Closed,04/01/2020,07/30/2020,"Withdrawal Adjusted","North Little Rock",AR,75,"8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
8(a)(3) Changes in Terms and Conditions of Employment
8(a)(3) Discipline
","Charged Party / Respondent, Legal Representative, Rau Jacqueline, Dinsmore & Shohl LLP, 191 West Nationwide Boulevard, Suite 200, Columbus, OH, 43215-2569, (614)628-6883
Charged Party / Respondent, Legal Representative, Ayers Randall, Dinsmore & Shohl LLP, 191 W Nationwide Blvd, Suite 200, Columbus, OH, 43215-2569, (614)284-8231
Charging Party, Legal Representative, Haller William, International Association of Machinists and Aerospace Workers District 65, 9000 Machinists Place, Room 202, Upper Marlboro, MD, 20772, (301)967-4510
Charging Party, Union, INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, AFL-CIO, Arlington, TX, 76011
Charged Party / Respondent, Employer, Koppers, Inc., North Little Rock, AR, 72117
",,,
C,"Region 10, Atlanta, Georgia",10-CB-258670,NALC,Closed,04/01/2020,04/24/2020,"Withdrawal Non-adjusted","Fort Mill",SC,150,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
","Involved Party, Legal Representative, Colling James, United States Postal Service, Office of Deputy Managing Counsel-Field                               Law Department - NLRB Unit,, 1720 Market Street, Room 2400, St. Louis, MO, 63155-9948, (720)221-5128
Charged Party / Respondent, Union, NALC, Fort Mill, SC, 29715
Involved Party, Employer, United States Postal Service, Fort Mill, SC, 29715
Charging Party, Individual
",,,
C,"Region 13, Chicago, Illinois",13-CA-258683,"Embassy Suites by Hilton Chicago O'Hare",Closed,04/01/2020,09/08/2021,"Withdrawal Adjusted",Chicago,IL,13,"8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
","Charged Party / Respondent, Legal Representative, Moberg Michael, Jackson Lewis P.C., 150 South 5th Street, Suite 3500, Minneapolis, MN, 55402-4228, (612)787-3504
Charging Party, Union, Teamsters Union Local 727, Park Ridge, IL, 60068-____
Charged Party / Respondent, Employer, Embassy Suites by Hilton Chicago O'Hare, Rosemont, IL, 60018-____
",,,
C,"Region 29, Brooklyn, New York",29-CA-258701,"Host International Inc. at JFK and LGA Airports, d/b/a HMS Host",Closed,04/01/2020,05/18/2020,"Withdrawal Non-adjusted",Jamaica,NY,500,"8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
","Charged Party / Respondent, Legal Representative, Repole Christopher, Jackson Lewis, P.C., 666 Third Avenue, 28th Floor, New York, NY, 10017-4030, (212)545-4019
Charged Party / Respondent, Legal Representative, Carlozzi Linda, Jackson Lewis, P.C., Jackson Lewis, P.C., 666 Third Ave, New York, NY, 10017, (212)545-4040
Charging Party, Union, UNITE HERE! Local 100, New York, NY, 10001
Charged Party / Respondent, Employer, Host International Inc. at JFK and LGA Airports, d/b/a HMS Host, Bethesda, MD, 20817
",,,
C,"Region 07, Detroit, Michigan",07-CA-258702,"Dexter AF LLC d/b/a Anytime Fitness",Closed,04/01/2020,04/03/2020,"Withdrawal Non-adjusted",Ypsilanti,MI,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
","Charged Party / Respondent, Employer, Dexter AF LLC d/b/a Anytime Fitness, Ypsilanti, MI, 48197
Charging Party, Individual
",,,
C,"Region 03, Buffalo, New York",03-CA-258623,"Essendant Co.",Closed,04/01/2020,05/06/2020,"Withdrawal Adjusted",Albany,NY,90,"8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)
8(a)(2) Assistance
","Charged Party / Respondent, Legal Representative, Balonick Brian, Cozen O'Connor, 301 Grant Street, 41st Floor, Pittsburgh, PA, 15219-1410, (412)620-6513
Charging Party, Legal Representative, Bramley Bruce, Pozefsky, Bramley & Murphy, 230 Washington Avenue Extension, Albany, NY, 12203, (518)434-2622
Charged Party / Respondent, Employer, Essendant Co., Coxsackie, NY, 12051
Charging Party, Union, International Brotherhood of Teamsters, Local 294, Albany, NY, 12206-1633
",,,
C,"Region 05, Baltimore, Maryland",05-CA-258669,"Children School Services",Closed,04/01/2020,07/06/2020,"Dismissal Non-adjusted",Washington,DC,157,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
","Charged Party / Respondent, Legal Representative, Toner John, Seyfarth Shaw LLP, 975 F Street, N.W., Washington, DC, 20004-1454, (202)828-3575
Charged Party / Respondent, Legal Representative, Cohen Susan, Seyfarth Shaw LLP, 975 F St NW, Washington, DC, 20004-1454, (202)463-2400
Charged Party / Respondent, Employer, Children School Services, Washington, DC, 20007
Charging Party, Union, DC Nurses Association, Washington, DC, 20016
",,,
R,"Region 06, Pittsburgh, Pennsylvania",06-RM-258648,"Langeloth Metallurgical Company",Closed,04/01/2020,04/07/2020,"Withdrawal Non-adjusted",Burgettstown,PA,80,,"Petitioner, Legal Representative, Rau Jacqueline, Dinsmore & Shohl LLP, 191 West Nationwide Boulevard, Suite 200, Columbus, OH, 43215-2569, (614)628-6883
Involved Party, Legal Representative, Healey Micheal, 247 Ft. Pitt Blvd., 4th Floor, Pittsburgh, PA, 15222, (412)391-7711
Petitioner, Legal Representative, Ayers Randall, Dinsmore & Shohl LLP, 191 W Nationwide Blvd, Suite 200, Columbus, OH, 43215-2569, (614)284-8231
Petitioner, Employer, Langeloth Metalurgical Company, Langeloth, PA, 15054, (724)947-1248
Involved Party, Union, United Auto Workers, Local 1311, Burgettstown, PA, 15021
",,"Included: All regular full-time maintenance, lab and production permanent replacement employees at the Employer's Langeloth plant.
Excluded:
All maintenance, lab and production economic strikers, and all other employees, clerical, confidential, guards, professional employees, and supervisors as defined in the Act.",
C,"Region 07, Detroit, Michigan",07-CB-258696,"Local 951, United Food and Commercial Workers International Union (UFCW), AFL-CIO (Meijer, Inc.)",Closed,04/01/2020,04/22/2020,"Withdrawal Adjusted",Lansing,MI,250,"8(b)(1)(A) Union Dues and/or Membership Related (including excessive fees)
","Charged Party / Respondent, Legal Representative, Karmel Jonathan, The Karmel Law Firm, 221 N LaSalle St  Ste 1550, Chicago, IL, 60601-1224, (312)641-2910
Involved Party, Employer, Meijer, Inc., Grand Rapids, MI, 49544
Charged Party / Respondent, Union, Local 951, United Food and Commercial Workers International Union (UFCW), AFL-CIO, CLC, Grand Rapids, MI, 49525
Charging Party, Individual
",,,
C,"Region 04, Philadelphia, Pennsylvania",04-CA-258681,"Advance Stores Company, Inc. d/b/a Advance Auto Parts",Closed,04/01/2020,06/25/2021,"Withdrawal Adjusted",Kutztown,PA,480,"8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
8(a)(3) Discipline
","Charged Party / Respondent, Legal Representative, Cherof Edward, Jackson Lewis P.C., 171 17th Street NW, Suite 1200, Atlanta, GA, 30363, (404)525-8200
Charging Party, Legal Representative, Weinstock Ira, Law Offices of Ira Weinstock, P.C., 800 N. Second Street, Harrisburg, PA, 17102, (717)238-1657
Charged Party / Respondent, Legal Representative, Sampson Jared, Advance Stores Company, Inc. d/b/a Advance Auto Parts, 9755 Commerce Circle, Kutztown, PA, 19530
Charging Party, Union, Laborers International Union of North America, Local 1310, Wilkes Barre, PA, 18701
Charged Party / Respondent, Employer, Advance Stores Company, Inc. d/b/a Advance Auto Parts, Kutztown, PA, 19530-8579
",,,
C,"Region 28, Phoenix, Arizona",28-CA-258662,"Interstate Group, LLC",Closed,04/01/2020,05/22/2020,"Withdrawal Non-adjusted","Las Vegas",NV,25,"8(a)(1) Coercive Rules
","Charging Party, Legal Representative, Gabroy Christian, Gabroy Law Offices, 170 S. Green Valley Parkway, Suite 280, Henderson, NV, 89012, (702)259-7777
Charged Party / Respondent, Legal Representative, Kotchka Malani, Hejmanowski & McCrea, LLC, 520 South 4th Street, Suite 320, Las Vegas, NV, 89101-6524, (702)834-8777
Charged Party / Respondent, Employer, Interstate Group, LLC, Las Vegas, NV, 89121
Charging Party, Individual
",,,
C,"Region 06, Pittsburgh, Pennsylvania",06-CA-258634,"United States Postal Service",Closed,04/01/2020,04/16/2020,"Withdrawal Non-adjusted",Frostburg,MD,22,"8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
","Charged Party / Respondent, Legal Representative, ROXAS ARTHUR, United States Postal Service, 1720 Market St., Rm. 2400, Law Department - NLRB Unit, Saint Louis, MO, 63155-9915, (314)345-5824
Charged Party / Respondent, Legal Representative, Colling James, United States Postal Service, Office of Deputy Managing Counsel-Field                               Law Department - NLRB Unit,, 1720 Market Street, Room 2400, St. Louis, MO, 63155-9948, (720)221-5128
Charged Party / Respondent, Employer, United States Postal Service, Frostburg, MD, 21532-1600
Charging Party, Union, National Association of Letter Carriers (NALC) Branch 638, Frostburg, MD, 21532
",,,
C,"Region 01, Boston, Massachusetts",01-CA-258650,"Yale University",Closed,04/01/2020,05/12/2020,"Withdrawal Adjusted","New Haven",CT,71,"8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
","Charged Party / Respondent, Legal Representative, Hendel Caroline, Yale University, Office of the V.P. and G.C.,, 2 Whitney Avenue, 6th Floor, New Haven, CT, 06510, (203)432-4949
Charging Party, Union, Yale Police Benevolent Association, Killingworth, CT, 06419-____
Charged Party / Respondent, Employer, YALE UNIVERSITY, New Haven, CT, 06511-3760
",,,
C,"Region 28, Phoenix, Arizona",28-CA-258661,"Interstate Group, LLC",Closed,04/01/2020,05/07/2020,"Withdrawal Non-adjusted","Las Vegas",NV,25,"8(a)(1) Lawsuits
8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
","Charging Party, Legal Representative, Gabroy Christian, Gabroy Law Offices, 170 S. Green Valley Parkway, Suite 280, Henderson, NV, 89012, (702)259-7777
Charged Party / Respondent, Legal Representative, Kotchka Malani, Hejmanowski & McCrea, LLC, 520 South 4th Street, Suite 320, Las Vegas, NV, 89101-6524, (702)834-8777
Charged Party / Respondent, Employer, Interstate Group, LLC, Las Vegas, NV, 89121
Charging Party, Individual
",,,
C,"Region 02, New York, New York",02-CB-258726,"32BJ (ABM Janitorial Services, Inc.)",Closed,04/01/2020,06/26/2020,"Withdrawal Adjusted","New York",NY,100,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
","Charged Party / Respondent, Legal Representative, Du Charles, Service Employees International Union Local 32BJ, 25 West 18th Street, 5th Floor, New York, NY, 10011, (212)388-3375
Charged Party / Respondent, Legal Representative, Selca Lisa, Service Employees International Union, Local 32BJ, 25 West 18th St, New York, NY, 10011-4676, (212)388-2108
Charged Party / Respondent, Union, 32BJ, New York, NY, 10011-1991
Charged Party / Respondent, Additional Service, Service Employees International Union, Washington, DC, 20036
Involved Party, Employer, ABM JANITORIAL SERVICES, INC., New York, NY, 10006-____
Charging Party, Individual
",,,
C,"Region 02, New York, New York",02-CA-258593,"Alliance Building Services and SL Green Realty, Corp., as a Joint and/or Single Employer",Closed,03/31/2020,06/04/2020,"Withdrawal Adjusted","New York",NY,1000,"8(a)(4) Changes in Terms and Conditions of Employment
8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
","Charged Party / Respondent, Legal Representative, Benson Craig, Littler Mendelson, P.C., 900 Third Avenue, New York, NY, 10022, (212)583-2682
Charging Party, Individual
Charged Party / Respondent, Additional Service, Alliance Building Services
Charged Party / Respondent, Employer, Alliance Building Services, New York, NY, 10018-1465
",,,
C,"Region 14, Saint Louis, Missouri",14-CA-258583,Thyssenkrupp,Closed,03/31/2020,04/20/2020,"Withdrawal Adjusted",Wentzville,MO,100,"8(a)(5) Refusal to Furnish Information
","Charged Party / Respondent, Legal Representative, Stolzenbach Brian, Seyfarth Shaw LLP, 233 South Wacker Drive, Suite 8000, Chicago, IL, 60606, (312)460-5551
Charging Party, Union, Teamsters Local 600, Maryland Heights, MO, 63043
Charged Party / Respondent, Employer, Thyssenkrupp, Wentzville, MO, 63385-____
",,,
C,"Region 10, Atlanta, Georgia",10-CA-258629,"Republic Services, Inc.",Closed,03/31/2020,06/18/2020,"Withdrawal Non-adjusted",Cumming,GA,40,"8(a)(3) Changes in Terms and Conditions of Employment
","Charged Party / Respondent, Legal Representative, Thompson Tanja, Federal Express Corporation, 3725 Champion Hills Drive, Suite 3000,  Memphis, TN, 38125, (719)651-3214
Charged Party / Respondent, 
Charged Party / Respondent, Employer, Republic Services, Inc., Cumming, GA, 30028
Charging Party, Union, International Brotherhood of Teamsters, Local Union No. 728, Atlanta, GA, 30315-6308
",,,
C,"Region 10, Atlanta, Georgia",10-CB-258631,"American Postal Workers Union (United States Postal Service)",Closed,03/31/2020,07/23/2020,"Withdrawal Non-adjusted",Norcross,GA,25,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
","Involved Party, Legal Representative, Colling James, United States Postal Service, Office of Deputy Managing Counsel-Field                               Law Department - NLRB Unit,, 1720 Market Street, Room 2400, St. Louis, MO, 63155-9948, (720)221-5128
Charging Party, Individual
Charged Party / Respondent, Union, American Postal Workers Union, Norcross, GA, 30091-____
Involved Party, Employer, United States Postal Service, Norcross, GA, 30093-____
",,,
C,"Region 29, Brooklyn, New York",29-CA-258630,"HOMYN ENTERPRISES, DBA SECURE WRAP",Closed,03/31/2020,07/15/2020,"Dismissal Non-adjusted",Jamaica,NY,50,"8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)
","Charged Party / Respondent, Legal Representative, DiLorenzo Louis, Bond Schoeneck & King, PLLC, 600 Third Avenue, 22nd Floor, New York, NY, 10016, (646)253-2315
Charged Party / Respondent, Legal Representative, Villalon Ramsey, Mamone Villalon, 100 SE 2nd St Ste 2150, Miami, FL, 33131-2137, (786)209-2379
Charging Party, Individual
Charged Party / Respondent, Employer, HOMYN ENTERPRISES, DBA SECURE WRAP, MIAMI, FL, 33142-____
",,,
C,"Region 32, Oakland, California",32-CA-258622,"Del Monte Foods, Inc.",Closed,03/31/2020,06/05/2020,"Withdrawal Adjusted",Hanford,CA,415,"8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
","Charging Party, Legal Representative, Bonsall Robert, Beeson Tayer & Bodine, 520 Capitol Mall, Suite 300, Sacramento, CA, 95814, (916)325-2100
Charging Party, Union, Teamsters Local Union No. 948, Visalia, CA, 93277-6131
Charged Party / Respondent, Employer, Del Monte Foods, Hanford, CT, 93230
",,,
C,"Region 13, Chicago, Illinois",13-CA-258636,RESCO,Closed,03/31/2020,04/08/2020,"Withdrawal Non-adjusted",Hammond,IN,63,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)
8(a)(3) Changes in Terms and Conditions of Employment
","Charging Party, Legal Representative, Domingo Antonia, United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union (USW), AFL-CIO/CLC, 60 Boulevard of the Allies, Room 807, Pittsburgh, PA, 15222, (412)562-2284
Charging Party, Legal Representative
Charging Party, Additional Service, United Steelworkers, Gary, IN, 46402-3017
Charging Party, Additional Service, United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO, CLC, Pittsburgh, PA, 15222-1214
Charging Party, Union, United Steelworkers Local 2003, Lake Station, IN, 46342-____
Charged Party / Respondent, Employer, RESCO, Hammond, IN, 46323-____
",,,
C,"Region 16, Fort Worth, Texas",16-CB-258610,"Service Employees International Union (Corpus Christi Medical Center)",Closed,03/31/2020,05/13/2020,"Dismissal Non-adjusted",Houston,TX,1000,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
","Charged Party / Respondent, Legal Representative, TANNER ROD, TANNER & ASSOCIATES, PC, 6300 RIDGLEA PL, STE 407, FORT WORTH, TX, 76116-5706, (817)377-8833
Charging Party, Individual
Involved Party, Employer, CORPUS CHRISTI MEDICAL CENTER, CORPUS CHRISTI, TX, 78414
Charged Party / Respondent, Union, Service Employees International Union Texas, HOUSTON, TX, 77027
",,,
