Name,"Case Number",City,"States & Territories","Date Filed","Region Assigned",Status,"Date Closed","Reason Closed","No. of Eligible Voters","No. of Employees","Certified Representative","Unit Sought"
"Aramark Business & Industry, LLC.",04-RC-338723,"New Castle",DE,03/27/2024,"Region 04, Philadelphia, Pennsylvania",Open,,,,7,,"Included: All regular full time and part time staff
Excluded: Managers and Supervisors as defined in the Act."
"Costco Wholesale Corporation",19-RM-338766,Sumner,WA,03/27/2024,"Region 19, Seattle, Washington",Open,,,,145,,"Included: All FT and PT Tractor/Trailer Delivery Drivers Excluded: all other employees including warehouse, office clerical, guards and supervisors as defined by the Act"
"The Cliffs at Prospect Park LLC d/b/a The Cliffs at Gowanus LLC",29-RC-338959,Brooklyn,NY,03/27/2024,"Region 29, Brooklyn, New York",Open,,,,30,,"Included:
All regular part-time employees who work as Front Desk, Youth Couches, Climbing Instructors, Yoga and Group Fitness Instructors, Routesetters, Climbing Assistants, Hold Washers, and Group Event Leads who have worked less than an average of four [4] hours per week during the 13 weeks immediately preceding the eligibility date; who were excluded from voting in a Unit found appropriate in Case No. 29 RC 332865.

Excluded:
General Manager, Assistant Manager, Head Coach, Head Routesetter, Head Instructor, Head of Youth Programming, Event and Community Manager, Social Media Manager, Retail Manager, office clerical employees, administrative employees, confidential employees and guard and supervisors as defined by the Act."
"The Wellness Earth Energy Dispensary, INC. DBA/project Cannabist-Studio City",31-RC-338759,"Studio City",CA,03/27/2024,"Region 31, Los Angeles, California",Open,,,,12,,"Included: All full time and part time, Sales Associates, Sr/ Sales Associates.


Excluded: All other employees, full time and part time professional employees, supervisors, guards and agency workers as defined by the act."
"Arrow’s Edge A Seabrook Solutions Company",10-RC-338779,"Cherry Point",NC,03/27/2024,"Region 10, Atlanta, Georgia",Closed,04/01/2024,"Withdrawal Non-adjusted",,16,,"Included: All regular and part-time GSE mechanics, tool and part attendants, welders, librarians, supply techs, GSE workers, production control clerks, painters, NDI techs, and material cords working at the Cherry Point, NC location.

Excluded: Office clerical employees, professional employees, managerial employees, guards, supervisors, as defined in the Act and site manager."
"R.W. Warner, Inc. d/b/a Warner Mechanical",05-RC-338714,Frederick,MD,03/27/2024,"Region 05, Baltimore, Maryland",Open,,,,90,,"Included:  All full time and regular part time pipefitters, plumbers, welders, helpers, and
apprentices working within the Employer’s Mechanical Division.

Excluded:  All other employees, employees within the service division, office clericals,
professional employees, guards, managers and supervisors as defined by the Act."
"Inter Con Security Systems",29-RC-338819,Jamaica,NY,03/27/2024,"Region 29, Brooklyn, New York",Open,,,,250,,"Included: All full and part time security personnel assigned to JFK international airport. 

Excluded: All supervisors, managers and clerical personnel and all others as defined by the act."
"United Natural Foods, Inc. and JB Hunt, Inc. as Joint Employers",04-RC-338762,"Camp Hill",PA,03/27/2024,"Region 04, Philadelphia, Pennsylvania",Open,,,,86,,"Included: All full-time and regular part-time delivery drivers.

Excluded: All other employees, management, supervisors, clerical staff, confidential employees, and guards as defined in the Act."
"Wayne Farms, LLC",15-RC-338795,Enterprise,AL,03/27/2024,"Region 15, New Orleans, Louisiana",Open,,,,7,,"Included:
ALL REGULAR AND PART-TIME DIESEL MECHANICS FOR ALL TRANSPORTATION FOR THE PLANT (I.E. EGGS, FINISHED PRODUCT, AND MATERIAL IN)
Excluded:
OFFICE CLERICAL EMPLOYEES, PROFESSIONAL EMPLOYEES, MANAGERIAL EMPLOYEES, GUARDS, SUPERVISORS, AS DEFINED IN THE ACT AND SITE MANAGER."
"Brown University",01-RC-338737,Providence,RI,03/27/2024,"Region 01, Boston, Massachusetts",Open,,,,50,,"Included: Postdoctoral Fellows (Clinical) in the Dept of Psychiatry and Human
Behavior, and Postdoctoral Fellows receiving external funding.
Excluded: All clerical employees, confidential employees, managers, and guards,
professional employees and supervisors as defined in the Act.

This petition seeks to have the above unit join the existing unit of Postdoctoral Research Associates, Postdoctoral Fellows, Research Fellows, and Dean’s Faculty Fellows employed by Brown."
"Alro Steel",08-RD-338785,Toledo,OH,03/27/2024,"Region 08, Cleveland, Ohio",Open,,,,20,,"Included: All production and maintenance employees employed by the Employer at its Toledo, Ohio facility.

Excluded: All office, clerical, professional employees, guards and supervisors as defined by the Act."
"First Hospitality, LLC as agent for First FM, LLC d/b/a Hampton Inn & Suites Chicago-Downtown",13-RC-338727,Chicago,IL,03/27/2024,"Region 13, Chicago, Illinois",Open,,,,32,,"Included:  All regular full-time and part-time housekeeping department employees (including housekeeping supervisor, room attendant,
houseman, laundry, lobby attendant) employed by the Employer at its facility located at 33 West Illinois Street, Chicago, IL 60654.

Excluded: All other employees not identified as ""Included"", engineering employees, breakfast attendants, breakfast supervisors, front desk agents, front desk supervisors, office clerical employees, and guards, professional employees, and supervisors as defined by the Act."
"Maui Federal Credit Union",20-RD-338772,Kahului,HI,03/27/2024,"Region 20, San Francisco, California",Closed,04/03/2024,"Withdrawal Non-adjusted",,9,,"Included: Member Service Representative

Excluded: Management & Supervisors as defined by the act.
"
"Basin Disposal, Inc.",19-RC-338768,Pasco,WA,03/27/2024,"Region 19, Seattle, Washington",Open,,,,60,,"Included: All Garbage Drivers, Transfer facility employees, & Leads 

Excluded: Non - (Garbage drivers, Transfer facility employees, & Leads)"
"Bonhams & Butterfields Auctioneers Corporation",02-RM-338753,Manhattan,NY,03/27/2024,"Region 02, New York, New York",Open,,,,5,,"Included: FT and PT art handlers Excluded: supervisors, managers, other excluded"
"Republic Services, Inc.",07-RC-338884,Kalamazoo,MI,03/26/2024,"Region 07, Detroit, Michigan",Open,,,,55,,"Included:  Drivers

Excluded:  Supervisors and guards as defined by the act"
"Providence St. Peter Hospital",19-RC-338720,Olympia,WA,03/26/2024,"Region 19, Seattle, Washington",Open,,,,11,,"To be Included in the Existing Unit: All full-time, regular part-time, and per diem employees
in the following classifications: Patient Scheduler, Lead Patient Scheduler, Surgery Scheduler,
Lead Surgery Scheduler.

To be Excluded: All other employees, guards and supervisors as defined in the Act."
"Resources Referral Services Inc. DBA Project Cannabist North Hollywood",31-RC-338741,"North Hollywood",CA,03/26/2024,"Region 31, Los Angeles, California",Open,,,,18,,"Included: All full time and part time, Sales Associates, Sr. Sales Associates

Excluded: All other employees, full time and part time professional employees, supervisors, guards and agency workers as defined by the Act."
"Children's Museum of Pittsburgh",06-RC-338695,Pittsburgh,PA,03/26/2024,"Region 06, Pittsburgh, Pennsylvania",Open,,,,40,,"Included: All full-time and regular part-time employees at the Employer's museum in Pittsburgh, PA. Including Educators, Mentors, Specialists, Coordinators, Exhibits Techs, Events Staff, Learning and Research Associates, Maintenance, Facilities and Housekeeping.

Excluded: All temporary employees, office clerical employees, guards, and supervisors as defined in the Act."
"ESG Operations, an Inframark Company",10-RC-338674,"Fort Benning",GA,03/26/2024,"Region 10, Atlanta, Georgia",Closed,04/03/2024,"Withdrawal Non-adjusted",,7,,"Included: Sign Techs., Labor Techs., Service Techs./Pump Trk Opr., Sweeper Opr. 

Excluded: Clerical/Office Employees, Supervisory"
"OHM Concession Group, LLC",14-UC-338645,"Kansas City",MO,03/26/2024,"Region 14, Saint Louis, Missouri",Open,,,,325,,"Included: All regular full/part-time food and beverage, retail, stocking warehouse, lead and working
supervisors who work for OHM Concession Group, LLC; OHM KCI JV LLC; 18th & Vine Partners JV LLC; and
Soiree KCI JV LLC.
Excluded: Supervisors, managers, confidential employees, and guards"
"Philips North America LLC",19-RC-338715,Portland,OR,03/26/2024,"Region 19, Seattle, Washington",Open,,,,18,,"Included: All Field Service Engineers working in the state of Oregon Excluded: All other employees and any employee excluded by the Act."
"Providence Saint John's Health Center",31-RM-338677,"Santa Monica",CA,03/26/2024,"Region 31, Los Angeles, California",Open,,,,3,,"Included:
All Full-Time, Part-Time and Per Diem Wound Ostomy Registered Nurses employed by the
Employer at 2121 Santa Monica Boulevard, Santa Monica, California, 90404.

Excluded:
All other Employees, clinical educators, clinical nurse specialists, case managers, confidential
Employees, Employees of outside registries and other agencies supplying labor to the Employer,
already represented Employees, guards, regularly assigned Charge Nurses, Lead Wound Care
RN, RN Specialty Coordinators, Supervisors Nursing, and supervisors within the meaning of the
National Labor Relations Act."
"Alltown Bus Service",25-RC-338698,Davenport,IA,03/26/2024,"Region 25, Indianapolis, Indiana",Open,,,,3,,"INCLUDED: Maintenance Technician, Bus Mechanic, Lead Mechanic EXCLUDED:  Management, Office Staff"
"MultiCare Health System d/b/a MultiCare Auburn Medical Center",19-RM-338673,Auburn,WA,03/26/2024,"Region 19, Seattle, Washington",Open,,,,14,,"Included: All full-time, regular part-time, and per diem Hospital Case Manager RNs employed
by Auburn Medical Center at 202 N Division St., Auburn, WA 98001.

Excluded: All other employees, managers, supervisors, guards, and confidential employees as
defined by the Act."
"Beyond Hello IL, LLC",25-RC-338708,Bloomington,IL,03/26/2024,"Region 25, Indianapolis, Indiana",Open,,,,25,,"INCLUDED: All full-time and Part-time customer consultants, senior customer consultants, inventory specialists, and shift supervisors.  EXCLUDED: Store managers, assistant store managers, office/clerical employees, professional employees, guards and supervisors as defined by the Act."
"Spectrum Health Systems, Inc.",01-RC-338700,Westborough,MA,03/26/2024,"Region 01, Boston, Massachusetts",Open,,,,41,,"Included: All full-time, part-time, and per diem registered nurses and licensed practical nurses. Excluded: Those employees excluded under the Act."
"Walgreens, Inc.",19-RM-338653,Bend,OR,03/26/2024,"Region 19, Seattle, Washington","Open - Blocked",,,,3,,"Included: All full-time and part time Pharmacy technicians and Staff Pharmacists.

Excluded: All other employees, Supervisors, Manages, and Guards as defined by the act."
"Christie Lites Nashville, LLC and Christie Lites Enterprises USA, LLC, Joint Employers",10-RC-338646,Nashville,TN,03/26/2024,"Region 10, Atlanta, Georgia",Open,,,,31,,"Included:  All full-time and regular part-time employees employed at the Mount Juliet, Tennessee warehouse.

Excluded:  All other employees, confidential employees, guards, and supervisors as defined by the Act."
"Guidepost Montessori at Tigard",19-RC-338685,Tigard,OR,03/26/2024,"Region 19, Seattle, Washington",Open,,,,17,,"Included: All eligible employees employed at the Tigard location. Excluded: Head of School, Managers, Supervisors, and Confidentials, as defined by the Act."
"A.Esteban & Company, Inc.",02-RD-338602,Manhattan,NY,03/26/2024,"Region 02, New York, New York",Open,,,,11,,"Included:
Printing workers
Excluded:
all others and supervisory employees as defined in the Act."
"Sysco Portland",19-RC-338632,Wilsonville,OR,03/25/2024,"Region 19, Seattle, Washington",Open,,,,18,,"Included: All full and part-time Fleet Technicians including leads, MHE Technicians including leads, Facilities Technicians including leads, Maintenance coordinator, and Maintenance Utility Workings (i.e. Washout workers) employed by the Employer at 26250 SW Parkway Center, Drive, Wilsonville, OR, 97070.  The Union seeks to add these employes to the existing bargaining unit currently represented by the Union. Excluded: All other employees, including supervisors, managers, and guards as defined by the Act."
